,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
92,0.24580202102661133,0.03272439462797677,0.0,0.0,0.1,"(32,)",31,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 31}",0.975,0.9714285714285714,0.9642857142857143,0.9476190476190476,0.9619047619047619,0.964047619047619,0.009476070829586862,682
93,0.2722653865814209,0.03269948316818644,0.0,0.0,0.1,"(32,)",32,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 32}",0.955952380952381,0.955952380952381,0.9226190476190477,0.9523809523809523,0.9738095238095238,0.9521428571428572,0.016554041234065404,852
94,0.2246321201324463,0.03322894897223434,0.0031386852264404298,0.006277370452880859,0.1,"(32,)",33,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 33}",0.9702380952380952,0.9630952380952381,0.9726190476190476,0.9285714285714286,0.9678571428571429,0.9604761904761905,0.016260353408537008,734
95,0.19523906707763672,0.030910987063254274,0.0,0.0,0.1,"(32,)",34,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 34}",0.969047619047619,0.955952380952381,0.9773809523809524,0.9464285714285714,0.9702380952380952,0.9638095238095238,0.011106575037800567,685
96,0.17596492767333985,0.032098339199712535,0.009389925003051757,0.007666889410852781,0.1,"(32,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 35}",0.9785714285714285,0.9678571428571429,0.9642857142857143,0.9404761904761905,0.944047619047619,0.959047619047619,0.014533564249554147,752
97,0.23921022415161133,0.025194179668621676,0.003142642974853516,0.006285285949707032,0.1,"(32,)",36,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 36}",0.9821428571428571,0.9666666666666667,0.9595238095238096,0.9511904761904761,0.9726190476190476,0.9664285714285713,0.010631958838936235,631
98,0.19485793113708497,0.04180052261702609,0.0,0.0,0.1,"(32,)",37,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 37}",0.9797619047619047,0.9821428571428571,0.9821428571428571,0.9809523809523809,0.9571428571428572,0.9764285714285714,0.009683190194125087,362
99,0.19339981079101562,0.018179069899456942,0.0,0.0,0.1,"(32,)",38,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 38}",0.975,0.9809523809523809,0.9654761904761905,0.9547619047619048,0.9571428571428572,0.9666666666666666,0.010073426572050525,617
100,0.15412230491638185,0.02520522301987237,0.0,0.0,0.1,"(32,)",39,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 39}",0.9809523809523809,0.9511904761904761,0.9809523809523809,0.975,0.986904761904762,0.975,0.01248581962107325,392
101,0.19484686851501465,0.012386648557747976,0.0,0.0,0.1,"(32,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 40}",0.975,0.9857142857142858,0.9892857142857143,0.9761904761904762,0.9797619047619047,0.9811904761904762,0.0055020095277578136,205
